,序号,标题,最后更新,emotion_sentiment,stock,separated
252,11421,空仓是对当前股市最好的方式,2019年7月22日,2,688001,空仓 当前 股市 最好 方式
253,9624,已经洗盘成功，下午必然涨停,2019年8月7日,2,688001,已经 洗盘 成功 下午 必然 涨停
254,6790,华兴源创11.5亿元收购欧立通,2019年12月10日,2,688001,亿元 收购 欧立通
255,6946,希望灭绝人性惨绝人寰的周线级别下跌今日起终止吧,2019年12月9日,0,688001,希望 灭绝人性 惨绝人寰 周线 级别 下跌 今日 终止
256,8960,跌停吧，狗屎,2019年8月20日,0,688001,跌停 狗屎
257,4349,华兴源创(688001)融资融券信息(03-23),2020年3月24日,2,688001,融资 融券 信息
258,1240,聚焦“科技升级+制造崛起”,2021年2月1日,2,688001,聚焦 科技 升级 制造 崛起
259,7495,这种垃圾公司，为什么会上市。利益xx。炒小炒新炒烂，这是没有办法的办法，也是唯一,2019年11月8日,0,688001,这种 垃圾 公司 会 上市 利益 炒 小炒 新 炒 烂 这是 没有 办法 办法 唯一
260,365,688001:华兴源创:独立董事关于公司第二届董事会第六次会议相关事项的独立意见,2021年8月17日,2,688001,独立 董事 公司 第二届 董事会 第六次 会议 相关 事项 独立 意见
261,266,最好三个跌停,2021年8月27日,2,688001,最好 三个 跌停
262,9844,打爆融券的,2019年8月5日,2,688001,打爆 融券
263,13183,科创板第一股来临：关于科创板你还想知道什么,2019年6月20日,1,688001,科创板 第一股 来临 科创板 想 知道
264,10110,勇敢的镰刀。,2019年8月1日,2,688001,勇敢 镰刀
265,9593,主板等待科创主力抄底,2019年8月7日,2,688001,主板 等待 科创 主力 抄底
266,2808,现在卖了，下午接回,2020年7月6日,2,688001,现在 卖 下午 接 回
267,11738,中了一签,2019年7月9日,2,688001,中 一签
268,1079,华兴源创(688001)融资融券信息(03-15),2021年3月16日,2,688001,融资 融券 信息
269,5831,二次探底！继续摸,2019年12月26日,2,688001,二次 探底 继续 摸
270,6906,华兴源创成科创板重组第一股 开盘大涨12%,2019年12月9日,2,688001,成科 创板 重组 第一股 开盘 大涨
271,6889,先出了一半，感谢主力[拜神],2019年12月9日,2,688001,先出 一半 感谢 主力 拜神
272,1897,Q3业绩大幅增长，欧立通并表+充裕订单保障全年业绩,2020年10月28日,2,688001,业绩 大幅 增长 欧立通 并表 充裕 订单 保障 全年 业绩
273,283,再次警告:小散不要买，除非你想体验一下什么叫亏到肉麻,2021年8月26日,0,688001,再次 警告 小散 不要 买 除非 想 体验 一下 亏 肉麻
274,12786,6月27日新股提示：科创板第一股华兴源创申购 新化股份上市 中信出版公布中签号,2019年6月27日,0,688001,月 日 新股 提示 科创板 第一股 申购 新化 股份 上市 中信 出版 公布 中签号
275,7666,科创第一垃圾,2019年10月31日,0,688001,科创 第一 垃圾
276,12291,1万个配号当中才约可中6个！,2019年6月28日,0,688001,万个 配号 当中 约 中
277,13208,深度解析：华兴源创为什么能获得科创板第一股？,2019年6月20日,0,688001,深度 解析 获得 科创板 第一股
278,12663,1840满格,2019年6月27日,2,688001,满格
279,3182,华兴源创：融资净买入111.12万元，融资余额9438.39万元（06-15）,2020年6月16日,2,688001,融资 净 买入 万元 融资 余额 万元
280,10573,调整开始,2019年7月26日,2,688001,调整 开始
281,1118,华兴源创：融资净买入38.05万元，融资余额6423.29万元（02-26）,2021年3月5日,2,688001,融资 净 买入 万元 融资 余额 万元
282,2874,科创板退市第一股,2020年7月2日,1,688001,科创板 退市 第一股
283,8376,最后的机会[大笑][胜利],2019年9月9日,2,688001,最后 机会 大笑 胜利
284,7271,TMD要涨快涨，要跌快跌，磨磨唧唧，搞个锤子,2019年11月20日,0,688001,要涨 快涨 跌 快 跌 磨磨 唧唧 搞个 锤子
285,7034,科创版早没人玩了，大户一次割成小韭菜，留下一群套牢的在自嗨,2019年12月7日,0,688001,科创版 早 没人 玩 大户 一次 割成 韭菜 留下 一群 套牢
286,6338,我们要紧紧拿好手中筹码，融资余额显著增加，人气强盛属于买方市场！,2019年12月12日,0,688001,紧紧 手中 筹码 融资 余额 显著 增加 人气 强盛 属于 买方市场
287,11835,中签的朋友耐心等，最早7月15以后上市！,2019年7月5日,2,688001,中签 朋友 耐心 最早 月 以后 上市
288,5456,总有一只是板吧？,2020年1月17日,0,688001,总有 一只 板
289,12829,24.26元发行价 科创板第一股华兴源创定价来了！打新在周四 八问八答科创板申购,2019年7月1日,0,688001,元 发行价 科创板 第一股 定价 打新 周四 八问 八 答科 创板 申购
290,12236,股价：红/绿？,2019年6月29日,0,688001,股价 红 绿
291,1881,躺着别动,2020年10月29日,2,688001,躺 别动
292,462,融资融券周汇总：华兴源创本周融资净偿还217.41万元,2021年8月2日,2,688001,融资 融券 周 汇总 本周 融资 净 偿还 万元
293,5712,华兴源创：融资净偿还167.03万元，融资余额1.11亿元（01-02）,2020年1月3日,2,688001,融资 净 偿还 万元 融资 余额 亿元
294,3854,上窜下跳！想把老娘震下车，没门,2020年5月8日,2,688001,上窜下跳 想 老娘 震 下车 没门
295,9598,十分钟赚了10个点，爽,2019年8月7日,2,688001,十分钟 赚 个点 爽
296,9739,真够刺激,2019年8月6日,2,688001,真够 刺激
297,1311,期待明天20厘米,2021年1月19日,2,688001,期待 明天 厘米
298,3410,为啥老有人想50，可能吗,2020年6月3日,0,688001,为啥 老 有人 想 可能
299,175,这个垃圾基本被大资金抛弃了，再哭再闹也没啥作用，只要一个字，跌。。。,2021年9月13日,0,688001,垃圾 基本 资金 抛弃 哭 闹 没 作用 一个 字 跌
300,8363,再过三天左右，才会轮到科创板行情！,2019年9月9日,0,688001,三天 左右 会 轮 科 创板 行情
301,6932,今天又要套人了,2019年12月9日,2,688001,今天 套
302,6521,早盘全线爆发！科创板63只股票全部飘红 华兴源创两连板,2019年12月11日,0,688001,早盘 全线 爆发 科创板 股票 全部 飘红 两连板
303,1678,楚牲就是这样练成的，够都不如。,2020年12月2日,0,688001,楚牲 练成 够 都
304,9537,房子是用来住的，那啥是用来炒的呢？科创板呀！！！,2019年8月7日,0,688001,房子 住 炒 科创板
305,4956,后天天华润微上市，会跟随一波。,2020年2月19日,2,688001,天天 上市 会 跟随 一波
306,8337,只要大盘涨，科创就媳火，逼你大游资去拉指数。跟黄金股一类,2019年9月10日,0,688001,大盘 涨 科创 媳火 逼 游资 拉 指数 黄金 一类
307,10744,一直没明白，为啥是换手两天倒数第一。惜售？不像。建仓？也不像。太弱。要么没有资金,2019年7月25日,0,688001,一直 没 明白 为啥 换手 两天 倒数 第一 惜售 不像 建仓 太弱 没有 资金
308,1216,快涨涨吧,2021年2月4日,2,688001,快 涨涨
309,278,割肉走了认输。,2021年8月26日,0,688001,割肉 走 认输
310,3731,看看几年,2020年5月17日,2,688001,看看 几年
311,13032,科创板打新“倒计时” 投资者需熟悉“三大攻略”,2019年6月25日,0,688001,科创板 打 新 倒计时 投资者 需 熟悉 三大 攻略
312,11005,没想到001这么垃圾,2019年7月23日,0,688001,没想到 垃圾
313,5411,"董秘，您好，请问贵公司是否跟国内一线手机制造商例如华为，小米，vivo,oppo",2020年1月20日,2,688001,董秘 您好 请问 贵 公司 是否 国内 一线 手机 制造商 华为 小米
314,12137,今晚应该知道,2019年6月30日,2,688001,今晚 应该 知道
315,12535,成交日期 股东帐户 证券代码 证券名称 起始配号 成交数量   20190627,2019年6月28日,0,688001,成交 日期 股东 帐户 证券 代码 证券 名称 起始 配号 成交 数量
316,8574,科创芯片001,2019年8月30日,2,688001,科创 芯片
317,1609,华兴源创：融资净买入153.54万元，融资余额6808.41万元（12-07）,2020年12月8日,2,688001,融资 净 买入 万元 融资 余额 万元
318,10236,庄托最兴奋的时候是下跌，最着急的时候是反弹，从空托发帖内容和频率都可以看出。，,2019年7月31日,0,688001,庄托 兴奋 时候 下跌 着急 时候 反弹 空托 发帖 内容 频率 都 看出
319,3783,无事拉尾盘非奸即盗,2020年5月13日,0,688001,无事 拉 尾盘 非奸 盗
320,5399,今天什么时候卖出都不晚，诱多出货手法,2020年1月20日,0,688001,今天 时候 卖出 都 不晚 诱多 出货 手法
321,1940,华兴源创：融资净买入1.14万元，融资余额6871.47万元（10-22）,2020年10月23日,2,688001,融资 净 买入 万元 融资 余额 万元
322,8830,我草太猛了 刚卖了 连续大买单,2019年8月22日,0,688001,我草 太猛 刚卖 连续 买单
323,11446,记住飞的高，死的惨，呵呵，走着瞧,2019年7月22日,0,688001,记住 飞 高 死 惨 走着瞧
324,4731,增发，业绩下降。庄托们还在忽悠小散接盘。旁观者清,2020年2月28日,0,688001,增发 业绩 下降 庄托们 忽悠 小散 接盘 旁观者清
325,12619,天随人愿，心想事成！   献花   拜神,2019年6月27日,2,688001,天随人愿 心想事成 献花 拜神
326,13009,科创板新股发行不断推进 私募积极筹备网下打新,2019年6月25日,2,688001,科创板 新股 发行 不断 推进 私募 积极 筹备 网下 打 新
327,11020,今天会不会惊天动地？！,2019年7月23日,0,688001,今天 会 不会 惊天动地
328,12317,中签号8314，我的配号从833几开始，大了十几个号，要是申购的时候早按确认几秒,2019年6月28日,2,688001,中签号 配号 开始 十几个 号 申购 时候 早 确认 几秒
329,1241,垃圾，抓紧退市吧,2021年2月1日,0,688001,垃圾 抓紧 退市
330,11449,上市就解禁？什么意思,2019年7月22日,0,688001,上市 解禁 意思
331,11662,根据创业板上市第一天来看，金亚科技，创业板第一批上市企业，第一天涨幅超过200%,2019年7月14日,2,688001,创业板 上市 第一天 来看 金亚 科技 创业板 第一批 上市 企业 第一天 涨幅 超过
332,12048,早上起来发现中签了，但是账户没有那么多钱扣，休息日，钱转不进去，不会让我弃购吧，,2019年7月1日,0,688001,早上 起来 发现 中签 账户 没有 多钱 扣 休息日 钱 转 进去 不会 弃购
333,8368,明天一柱擎天[大笑],2019年9月9日,2,688001,明天 一柱擎天 大笑
334,6751,问题是主力在卖,2019年12月10日,0,688001,问题 主力 卖
335,7186,今日破30！？[大笑],2019年11月26日,0,688001,今日 破 大笑
336,10885,科创板一号股，参考创业板一号股科瑞德涨10倍复权价23.8到232元,2019年7月23日,0,688001,科创板 一号 参考 创业板 一号 股科 瑞德 涨 倍 复权 价 元
337,6945,终于启动！目标一百！,2019年12月9日,2,688001,终于 启动 目标 一百
338,3120,该跳水了,2020年6月18日,0,688001,跳水
339,1172,华兴源创：融资净偿还6.16万元，融资余额6066.01万元（02-09）,2021年2月10日,2,688001,融资 净 偿还 万元 融资 余额 万元
340,2727,华兴最强芯片股，低估，100不是梦,2020年7月8日,0,688001,华兴 最强 芯片 低估 梦
341,6724,差不多了，落袋为安！[胜利][胜利],2019年12月10日,2,688001,差不多 落袋 安 胜利 胜利
342,439,往低里卖的人,2021年8月5日,0,688001,低里 卖
343,9780,苏州华兴源创科技股份有限公司公告,2019年8月6日,2,688001,苏州 科技股份 有限公司 公告
344,12412,1628/15有没有螃蟹吃呢,2019年6月28日,2,688001,有没有 螃蟹 吃
345,4092,688001:华兴源创:容诚会计师事务所对公司控股股东及其关联方占用资金情况的专项说明,2020年4月15日,1,688001,容诚 会计师 事务所 公司 控股 股东 关联方 占用 资金 情况 专项 说明
346,12058,我不是顶格申购，我的市值只够申购1000股，我成功的中了一签！！[献花][献花],2019年7月1日,2,688001,顶格 申购 市值 够 申购 成功 中 一签 献花 献花
347,12554,我是来看热闹的！,2019年6月28日,2,688001,来看 热闹
348,1985,华兴这股没有担当起科创第一股领头羊，给科创板直接带来负面影响，相关部门应需对它重,2020年9月28日,0,688001,华兴 没有 担当 起科创 第一股 领头羊 给科 创板 直接 带来 负面影响 相关 部门 应需 重
349,7320,今天有人还想打闷棍，不过貌似砸的做手场面控不住了[大笑],2019年11月15日,0,688001,今天 有人 想 打闷棍 貌似 砸 做 手 场面 控 不住 大笑
350,524,大力投资钢铁新能源氢能源稀土军工航天汽车白酒[兴奋][兴奋][兴奋][兴奋],2021年7月24日,2,688001,大力 投资 钢铁 新能源 氢 能源 稀土 军工 航天 汽车 白酒 兴奋 兴奋 兴奋 兴奋
351,6028,大盘涨你就跌,2019年12月18日,0,688001,大盘 涨 跌
352,12784,科创板打新掀帷幕 华兴源创今申购 中签率料高于主板,2019年6月27日,2,688001,科创板 打 新 掀 帷幕 申购 中签率 料 高于 主板
353,8598,还得跌下来，主力借机出货,2019年8月29日,0,688001,跌下来 主力 借机 出货
354,8797,垃圾股票！大家都融券卖空,2019年8月23日,0,688001,垃圾 股票 大家 都 融券 卖空
355,10692,看空的，出来走两步，就问你们服不服，就问你们郁闷不,2019年7月25日,0,688001,看空 走 两步 问 服不服 问 郁闷
356,4098,688001:华兴源创关于公司募集资金存放与实际使用情况的专项报告,2020年4月15日,2,688001,公司 募集 资金 存放 实际 使用 情况 专项 报告
357,8403,量不够，下跌中继.小心关门打狗，,2019年9月6日,0,688001,量 不够 下跌 中继 小心 关门打狗
358,12374,短信通知了，真是时来运转，两个号居然中了！！,2019年6月28日,0,688001,短信 通知 真是 时来运转 两个 号 居然 中
359,1866,要闪崩？快！闪！吧！,2020年11月2日,0,688001,闪崩 快 闪
360,11362,42元买入3000股赌一把,2019年7月22日,0,688001,元 买入 股赌 一把
361,4220,会再见30么,2020年3月30日,0,688001,会 再见
362,1067,妖股，一天不到1000万，死水一潭,2021年3月22日,0,688001,妖股 一天 不到 万 死水一潭
363,11718,是不是都等着新场子开张咧,2019年7月10日,2,688001,是不是 都 新 场子 开张
364,7780,这绝对是只好股，我捂着。,2019年10月22日,0,688001,绝对 只好 捂着
365,8024,又一堆烂摊子,2019年9月30日,0,688001,一堆 烂摊子
